name,alt_name,predicted_gender,article_count,full_count
Joseph R. Walker,,man,5,5
John Calvin Lazelle Smith,,man,5,5
George Manypenny,,man,4,5
Justin S. Morrill,,man,4,5
Alexander McRae,,man,5,5
William Jones,,man,5,5
Robert Berry,,man,5,5
Hiram Johnson,,man,5,5
Rodney Badger,,man,5,5
Julian H. Steward,,man,5,5
Alexander Badlam,,man,4,5
John Murdock,,man,4,5
Edward Partridge,,man,5,5
James S. Calhoun,,man,5,5
Lorenzo Olivares,,man,4,5
George M. Wheeler,,man,5,5
William L. Sublette,,man,5,5
James Ohio Pattie,,man,5,5
William Nelson,,man,5,5
Hugh L. Scott,,man,5,5
Wesley King,,man,5,5
Dimick B. Huntington,,man,5,5
John Wolcott Phelps,,man,4,5
O. B. Adams,,man,5,5
Joseph Asay,,man,5,5
Aurelius Miner,,man,5,5
William Randolph,,man,5,5
David Wilson,,man,3,5
Fred Wey,,man,3,5
Charles Smith,,man,3,5
Legh Freeman,,man,3,5
Milton L. Weilenmann,,man,3,5
George L. Swendsen,,man,3,5
James Blake,,man,3,5
George P. Stiles,,man,3,5
Amos Kendall,,man,3,5
Richard Wetherill,,man,3,5
Lewis A. Merrill,,man,3,5
George P. Miller,,man,3,5
Lee Greene Richards,,man,3,5
O. A. Kennedy,,man,3,5
Hiram S. Rumfield,,man,3,5
James H. Waters,,man,3,5
J. A. Williamson,,man,3,5
Israel Hoyt,,man,3,5
J. W. Guthrie,,man,3,5
William Rhodes Hawkins,,man,3,5
Charles Hopper,,man,3,5
Luke Halloran,,man,3,5
John Craig,,man,3,5
Edward M. Webb,,man,3,5
William White,,man,3,5
W. B. Hibbard,,man,3,5
Joe Walker,,man,3,5
Archibald Gardner,,man,3,5
Andrew Cunningham,,man,3,5
T. H. Jefferson,,man,3,5
John Lind,,man,3,5
William Cronon,,man,4,5
Joseph A. Geddes,,man,4,5
John Williams Gunnison,,man,3,5
John F. Bowman,,man,4,5
R. E. Caldwell,,man,3,5
William Black,,man,3,5
Thomas W. Ellerbeck,,man,4,5
Andrew Drips,,man,4,5
George Taylor,,man,4,5
Jim Baker,,man,4,5
Thomas Adams,,man,4,5
Richard Bushman,,man,4,5
Feramorz Young,,man,4,5
Joseph S. Wilson,,man,4,5
Andrew Hall,,man,4,5
Stephen V. Jones,,man,4,5
George P. Dykes,,man,4,5
Cyrus Wheelock,,man,3,5
William Thomas,,man,3,5
James Campbell,,man,4,5
Eli Murray,,man,4,5
Michael Leavitt,,man,3,5
Mark E. Petersen,,man,3,5
Mark Hopkins,,man,4,5
Leonard W. Hardy,,man,4,5
Joseph Bull,,man,4,5
Richard Ballantyne,,man,3,5
Andrew Neff,,man,4,5
George C. Yount,,man,5,5
William Johnson,,man,5,5
David Burr,,man,5,5
Bill Rishel,,man,3,5
William Palmer,,man,4,5
James Doty,,man,3,5
Samuel Gompers,,man,5,5
Thomas Fitch,,man,4,5
Jim Beckwourth,,man,5,5
Gregorio Sandoval,,man,5,5
Sylvester Q. Cannon,,man,4,5
George Smith,,man,4,5
Thomas Stewart,,man,5,5
Julius Stone,,man,5,5
Howard Ray Antes,,man,3,5
Thomas Ellerbeck,,man,4,5
Howard Ray,,man,3,5
Ferdinand V. Hayden,Ferdinand V Hayden,man,5,5
Louie Felt,,man,2,5
David Sharp,,man,2,5
Walter E. Dodge,,man,2,5
William Geddes,,man,2,5
Lucien Nunn,,man,2,5
Harvey H. Cluff,,man,2,5
Isaac Pitman,,man,2,5
John P. Wright,,man,2,5
Maurice Abravanel,,man,2,5
Paul A. Schettler,,man,2,5
George Harvey,,man,2,5
Arthur Watkins,,man,2,5
John Hess,,man,2,5
Robert Forrester,,man,2,5
James Linforth,,man,2,5
Frank Eastmond,,man,2,5
Walter C. Lyman,,man,2,5
James S. Clarkson,,man,2,5
John Duggan,,man,2,5
Louis Bertrand,,man,2,5
Henry Ford,,man,2,5
Bill Young,,man,2,5
Hiram House,,man,2,5
Sheriff Brooks,,man,2,5
William H. Hill,,man,2,5
Albert King Thurber,,man,2,5
William Stott,,man,2,5
Karl Jacoby,,man,2,5
William Taylor Dennis,,man,2,5
John Calvin Miller,,man,2,5
John Lee Jones,,man,3,5
Stephen B. Rose,,man,3,5
Patrick Phelan,,man,2,5
James Black,,man,3,5
George A. Sheets,,man,2,5
John Campbell,,man,2,5
Alexander Fancher,,man,3,5
James H. Gardner,,man,2,5
Arnold Schulthess,,man,2,5
Charles Thompson,,man,2,5
John Owen,,man,3,5
Canon Pintado,,man,3,5
James J. Strang,,man,3,5
Thomas G. Thrum,,man,2,5
James Reed,,man,3,5
William Heaton,,man,2,5
David William,,man,2,5
Chauncey Parry,,man,3,5
Charles H. Wilcken,,man,3,5
Thomas Parmley,,man,2,5
John Parke,,man,3,5
Charlie Redd,,man,2,5
Juan Chacon,,man,2,5
Solomon Chamberlain,,man,4,5
Thomas Terry,,man,2,5
Henry Ruggeri,,man,4,5
Reuben Miller,,man,4,5
John Bransford,,man,4,5
Valentine Gideon,,man,3,5
Andrew Peterson,,man,4,5
Jonathan Browning,,man,3,5
James M. Whitmore,,man,3,5
Wendell Grover,,man,3,5
Harrison Act,,man,3,5
John Edward,,man,4,5
John Alma,,man,4,5
Lafayette McLaws,,man,3,5
Samuel C. Mills,,man,2,5
Philip Hurst,,man,2,5
Jerome Stoffel,,man,5,5
Preston Thomas,,man,4,5
William Pulsipher,,man,2,5
Paul Richards,,man,5,5
Jerrold Letcher,,man,2,5
Samuel Thurman,,man,4,5
Miles Standish,,man,4,5
Bernard De Voto,,man,5,5
John S. Fullmer,,man,3,5
Joseph E. Frick,,man,3,5
Joseph E. Taylor,,man,4,5
Allan Nevins,,man,5,5
Joseph Barboglio,,man,5,5
Richard Benson,,man,4,5
Evan M. Green,,man,3,5
Thomas Benton,,man,3,5
Philip B. Lewis,,man,4,5
Wes Bowen,,man,1,5
Wesley Chipman,,man,1,5
George Gidney,,man,1,5
Fred Korematsu,,man,1,5
Logan Kanyon,,man,1,5
Joseph J. Daynes Jr.,,man,1,5
James Baron,,man,1,5
Rulon Baron,,man,1,5
Logan Fontenelle,,man,1,5
James Pearce,,man,1,5
Steve Garvey,,man,1,5
Bobby Valentine,,man,1,5
John T. Raymond,,man,1,5
Willie Gill,,man,1,5
Richard V Hansen,,man,1,5
Ken Godfrey,,man,1,5
Finn Town,,man,1,5
Jean Bertoch,,man,1,5
James W. Cahoon,,man,1,5
Sam Todd,,man,1,5
Felix Koziol,,man,1,5
Pete Byrd,,man,1,5
Vern Krebs,,man,1,5
Philip De La Mare,,man,1,5
Bob Marshall,,man,1,5
George Strebel,,man,1,5
Art Arfons,,man,1,5
Rex Curry,,man,1,5
Wells Williams,,man,1,5
Franz Brems,,man,1,5
Stephen Anthony,,man,1,5
Justice Thurman,,man,1,5
Albert Leathers,,man,1,5
Levi Gheen,,man,1,5
Lester Lowe,,man,1,5
Henry William Miller,,man,1,5
Richard Webley,,man,1,5
Harry Draper,,man,1,5
Tom Harrison,,man,1,5
Pat Moran,,man,1,5
Jim Straight,,man,1,5
Henry W. Naisbitt,,man,1,5
Walker Lewis,,man,1,5
Jack Rich,,man,1,5
James Standing,,man,1,5
Charlie Fruehn,,man,1,5
Will Dewey,,man,1,5
Alexander Baird,,man,1,5
Jacob Adams,,man,1,5
Don Diego de Pefialosa,,man,1,5
Oliver Rasmussen,,man,1,5
David Martin,,man,1,5
Vinnie Jepson,,man,2,5
Jack Mendenhall,,man,1,5
Dale Baron,,man,1,5
Joseph Clews,,man,1,5
Albert Glover,,man,1,5
Bill Shanley,,man,1,5
Al Warden,,man,2,5
Leonard Black,,man,1,5
Charles Guynn,,man,1,5
George Batters,,man,1,5
Douglas Creek,,man,2,5
Charles N. Carroll,,man,1,5
Francis L. Porter,,man,1,5
John Kemple,,man,2,5
William Snow,,man,1,5
Washington Redskins,,man,1,5
Baxter Liebler,,man,2,5
Herbert Hamlin,,man,2,5
Robert King,,man,1,5
Joe Melich,,man,2,5
John Rider,,man,2,5
Alfred Freel,,man,1,5
Waldo Forbes,,man,1,5
John W. Forney,,man,1,5
George L. Nichols,,man,1,5
Henry Sommer,,man,1,5
Rufus Ingalls,,man,1,5
Paul Seegmiller,,man,2,5
David L. Davis,,man,1,5
Joseph Horn,,man,4,5
John Eardley,,man,1,5
Robert Bell,,man,2,5
W. N. Shilling,,man,5,5
Barre Toelken,,man,3,5
O. N. Malmquist,,man,5,5
C. Clarence Neslen,,man,5,5
A. H. Raleigh,,man,5,5
J. B. Chiles,,man,3,5
Norton Jacob,,man,2,5
A. W. McCune,,man,2,5
B. F. Larsen,,man,2,5
C. N. Carrol,,man,2,5
W. H. Wattis,,man,2,5
Seymour Young,,man,2,5
W. C. Ebaugh,,man,2,5
H. H. Spencer,,man,3,5
W. F. Anderson,,man,3,5
Hoffman Birney,,man,3,5
A. Mitchell Palmer,,man,2,5
T. S. Williams,,man,3,5
S. R. Thurman,,man,2,5
Sereno Watson,,man,3,5
W. D. Rishel,,man,3,5
J. C. Cameron,,man,2,5
T. B. Lewis,,man,3,5
W. E. B. DuBois,,man,4,5
Buzz Holmstrom,,man,3,5
D. W. Parratt,,man,3,5
J. T. Hammond,,man,4,5
E.G. Peterson,,man,1,5
Avard T. Fairbanks,,man,1,5
E. L. Parry,,man,1,5
Kume Kunitake,,man,1,5
H. H. Tammon,,man,1,5
S. R. Fanshaw,,man,1,5
E. J. Fjeldsted,,man,1,5
Glancy Jones,,man,1,5
Juie Ivins,,woman,1,5
Desdemona Beeson,,woman,1,5
Incarnacion Florez,,woman,1,5
Aggie Sharp,,woman,1,5
Vilate Decker,,woman,2,5
Lucy Mack Smith,,woman,5,5
Ann Eliza Webb,,woman,5,5
Shirley Temple,,woman,4,5
Martha Cragun Cox,,woman,4,5
Marva Christensen,,woman,4,5
Martha Ann,,woman,5,5
Marian Anderson,,woman,3,5
Amelia Folsom Young,,woman,3,5
Mary Ann Hafen,,woman,3,5
Sarah Anderson,,woman,3,5
Annie Clark Tanner,,woman,3,5
Lydia Napper,,woman,3,5
Emily Stewart,,woman,3,5
Mary Howard,,woman,2,5
Laurel Thatcher Ulrich,,woman,2,5
Blanche Hamblin,,woman,2,5
Ada Dwyer,,woman,2,5
Dixie Hollow,,woman,2,5
Dixie Mormons,,woman,2,5
Mary Fern,,woman,2,5
Sierra Azul,,woman,2,5
Emerald Lake,,woman,2,5
San Paolo,,woman,2,5
Ada Pratt Seegmiller,,woman,2,5
Alice Young,,woman,2,5
Isabel Cameron Brown,,woman,2,5
Elise Furer Musser,,woman,2,5
Helen M. Post,,woman,2,5
Nova Scotia,,woman,4,5
Zina Johnson,,woman,1,5
Hattie Feldman,,woman,1,5
Kate Ferry,,woman,1,5
Rosalie Sorrels,,woman,1,5
Leonora Stewart,,woman,1,5
Margaret Salisbury,,woman,1,5
Gail Fisher,,woman,1,5
Grace Abbott,,woman,1,5
Belle Wood,,woman,1,5
Hannah Strobridge,,woman,1,5
Laura Gilpin,,woman,1,5
Edith Gerrard,,woman,1,5
Hannah Tapfield King,,woman,2,5
Louise Peffer,,woman,2,5
Ida Hampton,,woman,1,5
Isabelle Siddoway,,woman,1,5
Taylor Woolley,,woman,3,5
Ruth Witt,,woman,1,5
Verna Richardson,,woman,1,5
Mary Mair,,woman,1,5
Sarah Ahlstrom Nelson,,woman,1,5
Chrystal Herne,,woman,1,5
Carl Schurz,,man,4,5
Perry E. Brocchus,,man,5,5
Jesse James,,man,5,5
George W. Hill,,man,2,5
Elizabeth Cahoon,,woman,2,5
KENNETH L. CANNON II,,man,4,4
North Bench,,man,2,4
Jean Bickmore White,,man,4,4
Geneva Resort,,woman,3,4
Prairie Hen,,woman,4,4
William A. Wilson,,man,4,4
Francis Marion Bishop,,man,3,4
Stephen Vandiver Jones,,man,3,4
Robert Chalmers,,man,2,4
Janet G. Butler,JANET G. BUTLER,woman,3,4
Henry W. Bigler,,man,4,4
Bonaventure Keller,,man,3,4
Ralph V. Chamberlin,,man,4,4
William Wallace,,man,4,4
Frederick Vining Fisher,,man,4,4
Samuel Paul,,man,2,4
Isaac Sorensen,,man,2,4
Al Miller,,man,2,4
James F. Reed,,man,2,4
Don Francisco,,man,2,4
Newton Jones,,man,2,4
Dale Ward,,man,3,4
Ed Littlefield,,man,1,4
Jesse Dunlap,,man,1,4
John Christenson,,man,1,4
Leonard E. Harrington,,man,2,4
Rell G. Francis,,man,1,4
Charlotte Ives,,woman,3,4
Martha Jane,,woman,3,4
Azariah Smith,,woman,3,4
Sherilyn Cox,,woman,3,4
Don Tomas,,man,4,4
Charles Decker,,man,3,4
Roger Williams,,man,4,4
Steve Leventis,,man,4,4
Ralph Waldo Emerson,,man,4,4
Lafayette Holbrook,,man,4,4
Tillman D. Johnson,,man,4,4
Alfred Jacob Miller,,man,4,4
Robert Stuart,,man,4,4
James H. Anderson,,man,4,4
S. W. Sanderson,,man,4,4
John Todd,,man,4,4
T. C. Durant,,man,4,4
John Naegle,,man,4,4
James L. Bunting,,man,4,4
Baptiste Bernier,,man,4,4
Thomas E. Cheney,,man,4,4
William Hooper,,man,4,4
P. T. Barnum,,man,4,4
Irvin McDowell,,man,4,4
Charles H. Hempstead,,man,4,4
David Thomas,,man,4,4
Arthur M. Schlesinger,,man,4,4
William Jackson Palmer,,man,4,4
Amos Thornton,,man,4,4
Lilburn W. Boggs,,man,4,4
Thomas Paine,,man,4,4
Ralph Smith,,man,4,4
Robert M. La Follette,,man,4,4
George M. Scott,,man,4,4
Karl Marx,,man,4,4
Orville C. Pratt,,man,4,4
Jesse D. Jennings,,man,4,4
Alfales Young,,man,4,4
Henry A. Morrow,,man,4,4
Ebenezer Beesley,,man,4,4
Henry Nash Smith,,man,4,4
George M. Ottinger,,man,4,4
Parley L. Williams,,man,4,4
Robert Flanders,,man,4,4
Basil Lajeunesse,,man,4,4
William Tecumseh Barbee,,man,4,4
Bill Dunn,,man,4,4
Joseph Sharp,,man,4,4
Robert C. Gemmel,,man,4,4
Samuel Thomson,,man,4,4
Stephen W. Kearny,,man,4,4
Hubert H. Bancroft,,man,4,4
Chauncey W. West,,man,4,4
Walter Prescott Webb,,man,4,4
George Yount,,man,4,4
John Franklin,,man,4,4
Daniel S. Lamont,,man,4,4
Don Tomas Velez,,man,4,4
Julius F. Taylor,,man,4,4
William Russel,,man,4,4
John Hughes,,man,4,4
Jacob Cox,,man,4,4
Honore Bourion,,man,4,4
Lewis S. Hill,,man,4,4
Peter Gottfredson,,man,3,4
John Y. Barlow,,man,3,4
Andrew Isenberg,,man,3,4
John Nelson,,man,3,4
Fortunato Anselmo,,man,3,4
Charles D. Walcott,,man,3,4
Ernest Bamberger,,man,3,4
James Pingree,,man,3,4
Frederick Pack,,man,3,4
George Bernard Shaw,,man,3,4
Thomas A. Hendricks,,man,3,4
William A. Hickman,,man,3,4
William T. Sherman,,man,3,4
William C. Hall,,man,3,4
Thomas T. Thornburgh,,man,3,4
Edwin W. Smout,,man,3,4
Thomas S. Twiss,,man,3,4
Daniel H.Wells,,man,3,4
Seth Blair,,man,3,4
E. B. Critchlow,,man,3,4
Frank Knox,,man,3,4
Lewis Brunson,,man,3,4
George Bradley,,man,3,4
Elias S. Woodruff,,man,3,4
Jesse Nusbaum,,man,3,4
William C. Dunbar,,man,3,4
Gus P. Backman,,man,3,4
James McLaughlin,,man,3,4
William France,,man,3,4
William Preston,,man,3,4
LeConte Stewart,,man,3,4
W. I. Allen,,man,3,4
Stephen H. Long,,man,3,4
John Diamanti,,man,3,4
H. W. Lawrence,,man,3,4
R. M. Kirby,,man,3,4
Jens Hansen,,man,3,4
Miles P. Romney,,man,3,4
Francis G. Newlands,,man,3,4
Patrick Blake,,man,3,4
John Chislett,,man,3,4
John A. Campbell,,man,3,4
Alfred E. Cumming,,man,3,4
Henry Bigler,,man,3,4
Milton H. Hardy,,man,3,4
Billy Hawkins,,man,3,4
Thomas O’Dea,,man,3,4
Owen Wister,,man,3,4
Daniel D. McArthur,,man,3,4
John C. Sharp,,man,3,4
James M. Cox,,man,3,4
Samuel Taylor,,man,3,4
Porfirio Diaz,,man,3,4
Richard Williams,,man,3,4
Jules Verne,,man,3,4
Charles Stapley,,man,3,4
John Drew,,man,3,4
Henry Miller,,man,3,4
Bill Nye,,man,3,4
Andrew Jackson Downing,,man,3,4
Williard Richards,,man,3,4
Edward L. Sloan,,man,3,4
Tony Grove,,man,3,4
William Law,,man,3,4
Walter Scott,,man,3,4
Henry Lewis,,man,3,4
George Peters,,man,3,4
Earl Pardoe,,man,3,4
Marshal Dyer,,man,3,4
John Stuart Mill,,man,3,4
Henry Cabot Lodge,,man,3,4
John Richards,,man,3,4
Marshal Dotson,,man,3,4
James H. Wolfe,,man,3,4
Oliver B. Huntington,,man,4,4
Benjamin Johnson,,man,4,4
Robert Welch,,man,3,4
Louis Theos,,man,3,4
George Clyde,,man,4,4
Craig Fuller,,man,4,4
Robert Bliss,,man,3,4
George B. McClellan,,man,4,4
Joseph Miller,,man,4,4
Roger Roper,ROGER ROPER,man,3,4
John Cradlebaugh,,man,4,4
Bruce Jenkins,,man,3,4
William D. Johnson,,man,4,4
Herbert Spencer,,man,4,4
William C. Webb,,man,3,4
Edward Geary,,man,4,4
Samuel Reed,,man,4,4
Thomas R. Cutler,,man,4,4
Henry Dinwoodey,,man,3,4
Benjamin F. Johnson,,man,4,4
William E. Borah,,man,4,4
Peter Hansen,,man,3,4
Eugene Campbell,,man,4,4
David A. Burr,,man,4,4
Daniel Jones,,man,3,4
Robert Lister,,man,3,4
David Miller,,man,4,4
Robert C. Chambers,,man,3,4
John Shafer,,man,4,4
Nathan C. Meeker,,man,4,4
Arthur P. Webb,,man,3,4
William Meeks,,man,3,4
James C. Snow,,man,4,4
Edward Channing,,man,4,4
Daniel C. Davis,,man,4,4
Melvin J. Ballard,,man,3,4
David Smith,,man,4,4
Horace Mann,,man,4,4
Edward Thomas,,man,3,4
Lincoln Steffens,,man,4,4
Stephen Foster,,man,4,4
Charles Thomas,,man,4,4
John Sanders,,man,4,4
John S. Lindsay,,man,4,4
Solomon F. Kimball,,man,4,4
Albert E. Bowen,,man,4,4
Ira Eldredge,,man,3,4
Edward Martin,,man,4,4
John C. Calhoun,,man,4,4
Frank M. Brown,,man,4,4
Joseph Henry,,man,4,4
William Randolph Hearst,,man,4,4
James Clark,,man,4,4
Chad Flake,,man,4,4
Wilford Day,,man,3,4
Samuel Montague,,man,4,4
John Hay,,man,4,4
Allen Taylor,,man,4,4
Matthias Cowley,,man,4,4
Pierre Jean,,man,3,4
Will C. Barnes,,man,4,4
Spencer Cornwall,,man,3,4
George Booth,,man,4,4
Sam Bradford,,man,4,4
John Fairbanks,,man,2,4
Ralph Chamberlin,,man,2,4
William M. Ferry,,man,2,4
Frank Nebeker,,man,2,4
Oscar Swett,,man,2,4
Joseph Orton,,man,2,4
William Marshall Anderson,,man,2,4
Sam Reed,,man,2,4
Felix W. Jones,,man,2,4
Albert Richardson,,man,2,4
Benny Goodman,,man,2,4
William McCarty,,man,2,4
Frederick Burr,,man,2,4
Walter Pike,,man,2,4
William Manly,,man,2,4
Carter Creek,,man,2,4
Clarence Allen,,man,2,4
Hardy Downing,,man,2,4
George Bancroft,,man,2,4
William Eccles,,man,2,4
Joseph Clark,,man,2,4
Douglas Democrats,,man,2,4
William Drown,,man,2,4
James May,,man,2,4
Pete Sullivan,,man,2,4
Ed Janney,,man,2,4
Andrew J. Smith,,man,2,4
William W. Seegmiller,,man,2,4
John Mooney,,man,2,4
Paul Snelgrove,,man,2,4
Ted Rex,,man,2,4
Sam Raddon,,man,2,4
Royal B. Young,,man,2,4
John Larsen,,man,2,4
Charles Young,,man,2,4
Gilbert Clements,,man,2,4
George Francis Train,,man,2,4
Charles Hempstead,,man,2,4
Fred Harvey,,man,2,4
Owen Sweeten,,man,2,4
Imer Pett,,man,2,4
Abraham Owen Woodruff,,man,2,4
William Houston,,man,2,4
Orville H. Piatt,,man,2,4
Richard M. Dorson,,man,2,4
Sam King,,man,2,4
Andrew Goodyear,,man,2,4
George Stoneman,,man,2,4
George Harlan,,man,2,4
Samuel C. Young,,man,2,4
Marshal Nebeker,,man,2,4
Jens Christian,,man,2,4
Richard Morris,,man,2,4
Paul Snelgrove Richards,,man,2,4
Benjamin Rush,,man,2,4
Samuel Smith,,man,2,4
Christian Henrichsen,,man,2,4
Peter Jensen,,man,2,4
Jordan almonds,,man,2,4
Hansel Spring,,man,2,4
Charles Crisman,,man,2,4
Benjamin Kelsey,,man,2,4
Samuel Hays,,man,3,4
Floyd Iverson,,man,3,4
Robert Scheer,,man,2,4
Chase Peterson,,man,2,4
Christopher W. Merritt,,man,3,4
John Woodhouse,,man,3,4
Henry R. Day,,man,3,4
Calvin C. Pendleton,,man,3,4
William Dame,,man,3,4
Douglas Mesa,,man,2,4
Henry O. Havemeyer,,man,2,4
Thomas Richardson,,man,3,4
Sherman P. Lloyd,,man,3,4
Jeremiah Leavitt,,man,2,4
William F. James,,man,3,4
Warren Ferris,,man,3,4
Steffan Trogstad,,man,2,4
Joseph S. Snow,,man,3,4
William A. Dawson,,man,3,4
Alexander C. Badger,,man,3,4
Francis Pomeroy,,man,2,4
Bishop Hiram,,man,2,4
John Rozsa,,man,2,4
Charles H. Hart,,man,2,4
Henry Mitchell,,man,3,4
Samuel Walcott,,man,3,4
Samuel King,,man,2,4
Edward Phillips,,man,3,4
John Butterfield,,man,2,4
John Hailey,,man,3,4
John D. Rogers,,man,3,4
George Manousos,,man,2,4
George Ticknor Curtis,,man,3,4
David Lemon,,man,2,4
Dick Wootton,,man,4,4
John H. Cassidy,,man,2,4
Phelan Fund,,man,2,4
Edward H. Harriman,,man,3,4
Jesse William,,man,3,4
Auguste Archambault,,man,3,4
John McNeil,,man,4,4
David Bigler,,man,3,4
Allen Roberts,,man,3,4
John Jarvie,,man,2,4
Silvestre Vélez de Escalante,,man,3,4
Hyrum M. Smith,,man,2,4
Wilson Price Hunt,,man,3,4
Milton Merrill,,man,3,4
Bishop William K. Weigand,,man,3,4
Carl I. Wheat,,man,3,4
James Gordon Bennett,,man,4,4
Jimmy Carter,,man,4,4
Frank Norris,,man,3,4
Carl Wheat,,man,4,4
Augustus D. Ferron,,man,4,4
John E. Dooly,,man,3,4
Mathew Brady,,man,3,4
George Watt,,man,3,4
David W. Patten,,man,3,4
Milton H. Welling,,man,4,4
James Watson,,man,3,4
George McBride,,man,2,4
Christopher J. Arthur,,man,4,4
John Baptiste,,man,3,4
Thomas L. Broadbent,,man,4,4
Lorenzo de Olivares,,man,4,4
Grant Iverson,,man,3,4
Ash Nebeker,,man,2,4
Edward Palmer,,man,3,4
Harold Jacobsen,,man,3,4
Howard Pyle,,man,3,4
Daniel M. Thomas,,man,3,4
William Bailey,,man,4,4
Charles Francis Adams,,man,2,4
Bishop Lewis,,man,2,4
Glen Dawson,,man,3,4
Rulon Jeffs,,man,1,4
Brian Stout,,man,1,4
Sam Sneed,,man,1,4
Chas Cartwright,,man,1,4
Fred Astaire,,man,1,4
Allen H. Mesch,,man,1,4
Sheriff Brown,,man,1,4
Olin A. Kennedy,,man,1,4
Emil Pehrson,,man,1,4
Frank S. Beckwith,,man,1,4
Leroy Moyes,,man,1,4
LaVar Brown,,man,1,4
Joe Meier,,man,1,4
Duke Ellington,,man,1,4
John Cardon,,man,1,4
James Creighton,,man,1,4
George Guy,,man,1,4
Ryder Lake,,man,1,4
Willem Heystek,,man,1,4
Dutch Mormons,,man,1,4
Samuel McMurdie,,man,1,4
Hubert H. Ramsay,,man,1,4
Dutch Belnap,,man,1,4
Winfred Kimber,,man,1,4
Glen Berge,,man,1,4
Rey Naegle,,man,1,4
Wallace Kohler,,man,1,4
Vaughn Richardson,,man,1,4
Wade Howell,,man,1,4
Billy May,,man,1,4
Wade Dewey,,man,1,4
Floyd Krebs,,man,1,4
Spencer Malan,,man,1,4
Wilbur Maynard,,man,1,4
Jim Santy,,man,1,4
Ted Larremore,,man,1,4
Steve MacDonald,,man,1,4
Grant Ivins,,man,1,4
Jack Held,,man,1,4
James Finlayson,,man,1,4
Ernest Romney,,man,1,4
Francis McKinley,,man,1,4
Robert Chadburn,,man,1,4
James D. Dunlap,,man,1,4
Bruce A. Hartman,,man,1,4
Joel R. Wilcox,,man,1,4
Bruce Hartman,,man,1,4
Joseph Vernon,,man,1,4
John H. Bott,,man,1,4
Daniel Arnold Miller,,man,1,4
Gilbert L. Chamberlin,,man,1,4
Dave Rice,,man,1,4
Thomas Armstrong,,man,1,4
James W. Johnson,,man,1,4
Philip Van Zile,,man,1,4
George Caesar Bates,,man,1,4
Dave Black,,man,1,4
Jack Huntsman,,man,1,4
Harry Greenall,,man,1,4
John Griff,,man,1,4
Henry Thomas,,man,1,4
David Murray,,man,1,4
Edward A. Kimball,,man,1,4
Garfield Pocatello,,man,1,4
Jim Clover,,man,1,4
Philip Margetts,,man,1,4
John Carlson,,man,1,4
Oliver Granger,,man,1,4
Josiah Welch,,man,1,4
Ace Taylor,,man,1,4
David Brinkerhoff,,man,1,4
Canon Bonito,,man,1,4
Calvin Taylor,,man,1,4
Myron Abbott,,man,1,4
LeRoy West,,man,1,4
Ira D. Cardiff,,man,1,4
Samuel Mulliner,,man,1,4
Harry Wilson,,man,1,4
Dan Tuttle,,man,1,4
Peter Franklin,,man,1,4
Jude Allen,,man,1,4
Robert Yure,,man,1,4
Matt Field,,man,1,4
John G. Lynch,,man,1,4
Atanacio Domingues,,man,1,4
John Leavitt,,man,1,4
Prentiss Ingraham,,man,1,4
Lex Baer,,man,1,4
Archie Murchie,,man,1,4
Mike Jones,,man,1,4
Orrin P. Miller,,man,2,4
Langston Hughes,,man,1,4
Warren Cox,,man,2,4
William Gore Ouseley,,man,1,4
John Niles,,man,1,4
Harry Christenson,,man,1,4
Harold Call,,man,1,4
Wayne Aspinal,,man,2,4
Benjamin Brown Crow,,man,1,4
Dayne Goodwin,,man,1,4
Peter Lammers,,man,1,4
Bruce Phillips,,man,2,4
Frank Kooyman,,man,1,4
Jordan Ditch,,man,1,4
Antone B. Prince,,man,1,4
George Armstrong Hicks,,man,1,4
Luther M. Winsor,,man,1,4
Jerome Tracy,,man,1,4
William A. Morse,,man,2,4
Robert K. Murray,,man,1,4
John F. Sanders,,man,2,4
John Lowry,,man,2,4
Louis Vuksinick,,man,1,4
Evan Jones,,man,1,4
Robert D. Young,,man,2,4
John McNulty,,man,1,4
David Roberts,,man,2,4
Ole Peterson,,man,2,4
Tony Bonacci,,man,1,4
John Colville Taylor,,man,1,4
William Henefer,,man,2,4
Christian Nielsen,,man,2,4
Joseph Parry,,man,2,4
John J. Stewart,,man,1,4
William Lindsay,,man,1,4
Charles Monk,,man,1,4
Lorenzo L. Langstroth,,man,1,4
Samuel P. Hays,,man,3,4
Robert Sykes,,man,1,4
John Collier Sr.,,man,1,4
Bill Glasmann,,man,1,4
James A. Brown,,man,1,4
William Holland,,man,1,4
Walter Burley Griffin,,man,2,4
John Holiday,,man,1,4
Dick Powell,,man,2,4
James Henry Martineau,,man,1,4
Louis Robidoux,,man,2,4
Tom Kane,,man,3,4
Walter Webb,,man,2,4
Harrison Severe,,man,3,4
Randall Henderson,,man,2,4
Joseph Salisbury,,man,2,4
Joe Barboglio,,man,2,4
Henry McEwan,,man,2,4
Monroe Perkins,,man,2,4
George Laub,,man,3,4
Louis M. Chaffin,,man,2,4
Albert H. Tracy,,man,1,4
A. S. Johnston,,man,3,4
O. C. Smith,,man,4,4
Harden Bennion,,man,4,4
F. A. Tritle,,man,4,4
D. S. Spencer,,man,4,4
Roswell Stevens,,man,4,4
H. P. Myton,,man,4,4
D. A. Miller,,man,3,4
E. P. Ellison,,man,3,4
G. M. Dodge,,man,4,4
E. G. Beckwith,,man,4,4
